timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
6970976000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6970980000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971072000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971176000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971276000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971376000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971476000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971576000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971676000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971772000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971876000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6971976000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972076000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972176000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972276000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972376000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972476000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972576000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972676000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972776000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972876000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6972972000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973076000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973176000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973276000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973376000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973472000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973576000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973676000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973776000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973872000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6973976000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974072000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974176000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974276000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974376000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974476000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974576000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974676000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974776000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974872000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6974976000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975076000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975176000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975272000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975376000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975472000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975576000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975672000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975776000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975876000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6975976000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976076000,0,41.6066982,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976176000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976276000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976376000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976476000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976576000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976676000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976776000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976876000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6976972000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977072000,0,41.6066983,-86.3556188,229.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977172000,0,41.6066983,-86.3556188,229.27,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977272000,0,41.6066983,-86.3556187,229.277,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977372000,0,41.6066983,-86.3556187,229.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977476000,0,41.6066983,-86.3556187,229.346,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977576000,0,41.6066983,-86.3556186,229.409,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977672000,0,41.6066983,-86.35561849999999,229.489,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977776000,0,41.6066983,-86.35561849999999,229.593,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977876000,0,41.6066983,-86.3556184,229.721,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6977976000,0,41.6066983,-86.3556184,229.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978076000,0,41.6066983,-86.35561829999999,230.023,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978176000,0,41.6066984,-86.35561829999999,230.176,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978276000,0,41.6066984,-86.35561829999999,230.318,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978376000,0,41.6066984,-86.35561829999999,230.442,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978476000,0,41.6066984,-86.35561829999999,230.563,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978576000,0,41.6066984,-86.35561829999999,230.663,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978676000,0,41.6066985,-86.35561829999999,230.757,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978776000,0,41.6066985,-86.3556184,230.842,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978876000,0,41.6066985,-86.3556184,230.922,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6978976000,0,41.6066985,-86.3556184,230.988,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979076000,0,41.6066985,-86.3556184,231.052,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979176000,0,41.6066985,-86.3556184,231.106,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979276000,0,41.6066985,-86.35561849999999,231.159,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979376000,0,41.6066985,-86.35561849999999,231.205,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979476000,0,41.6066985,-86.35561849999999,231.247,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979576000,0,41.6066985,-86.35561849999999,231.283,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979676000,0,41.6066985,-86.35561849999999,231.319,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979776000,0,41.6066985,-86.3556186,231.349,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979876000,0,41.6066985,-86.3556186,231.377,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6979976000,0,41.6066985,-86.3556186,231.404,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980076000,0,41.6066985,-86.3556186,231.427,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980176000,0,41.6066985,-86.3556186,231.448,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980276000,0,41.6066985,-86.3556187,231.468,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980376000,0,41.6066985,-86.3556187,231.486,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980476000,0,41.6066985,-86.3556187,231.495,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980576000,0,41.6066985,-86.3556187,231.491,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980676000,0,41.6066985,-86.3556188,231.48,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980776000,0,41.6066985,-86.3556188,231.469,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980872000,0,41.6066985,-86.3556188,231.46,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6980972000,0,41.6066985,-86.3556188,231.452,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981072000,0,41.6066985,-86.3556188,231.45,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981176000,0,41.6066985,-86.3556188,231.453,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981276000,0,41.6066985,-86.3556187,231.462,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981376000,0,41.6066985,-86.3556186,231.478,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981476000,0,41.6066985,-86.3556184,231.501,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981576000,0,41.6066984,-86.3556181,231.533,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981676000,0,41.6066984,-86.3556177,231.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981776000,0,41.6066984,-86.3556172,231.612,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981872000,0,41.6066985,-86.3556165,231.658,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6981976000,0,41.6066985,-86.3556156,231.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982072000,0,41.6066985,-86.3556146,231.764,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982172000,0,41.6066985,-86.3556133,231.826,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982276000,0,41.6066985,-86.35561179999999,231.888,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982372000,0,41.6066986,-86.3556103,231.951,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982476000,0,41.6066986,-86.3556083,232.024,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982576000,0,41.6066986,-86.35560629999999,232.093,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982672000,0,41.606698699999995,-86.3556042,232.161,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982776000,0,41.606698699999995,-86.3556019,232.236,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982876000,0,41.6066988,-86.3555995,232.306,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6982972000,0,41.6066988,-86.355597,232.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983076000,0,41.6066988,-86.35559429999999,232.457,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983176000,0,41.6066989,-86.3555916,232.531,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983276000,0,41.6066989,-86.3555889,232.606,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983376000,0,41.6066989,-86.355586,232.679,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983476000,0,41.6066989,-86.3555832,232.753,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983572000,0,41.6066989,-86.3555804,232.824,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983672000,0,41.6066989,-86.3555774,232.897,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983772000,0,41.6066989,-86.3555744,232.97,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983876000,0,41.6066989,-86.3555714,233.042,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6983976000,0,41.6066989,-86.3555683,233.117,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984076000,0,41.6066989,-86.3555653,233.189,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984172000,0,41.6066988,-86.3555623,233.258,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984276000,0,41.6066988,-86.3555593,233.33,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984376000,0,41.606698699999995,-86.3555561,233.404,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984476000,0,41.606698699999995,-86.3555531,233.473,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984572000,0,41.6066986,-86.3555502,233.541,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984676000,0,41.6066986,-86.3555469,233.618,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984776000,0,41.6066985,-86.35554379999999,233.689,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984872000,0,41.6066985,-86.3555408,233.758,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6984972000,0,41.6066984,-86.3555378,233.827,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985076000,0,41.6066984,-86.35553449999999,233.905,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985172000,0,41.6066983,-86.3555315,233.975,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985276000,0,41.6066983,-86.3555283,234.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985372000,0,41.6066982,-86.3555255,234.116,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985476000,0,41.6066982,-86.3555222,234.194,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985576000,0,41.606698099999996,-86.3555191,234.266,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985672000,0,41.606698099999996,-86.3555162,234.335,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985776000,0,41.606698,-86.355513,234.409,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985872000,0,41.606698,-86.35551009999999,234.478,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6985976000,0,41.6066979,-86.3555071,234.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986076000,0,41.6066979,-86.35550409999999,234.622,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986176000,0,41.6066979,-86.35550099999999,234.694,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986276000,0,41.6066978,-86.3554979,234.77,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986376000,0,41.6066978,-86.35549499999999,234.84,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986476000,0,41.6066978,-86.3554918,234.916,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986576000,0,41.6066977,-86.35548879999999,234.989,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986676000,0,41.6066977,-86.3554858,235.063,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986776000,0,41.6066977,-86.3554829,235.133,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986876000,0,41.6066977,-86.3554798,235.209,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6986976000,0,41.6066977,-86.35547679999999,235.282,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987072000,0,41.6066977,-86.355474,235.35,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987176000,0,41.6066977,-86.3554709,235.425,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987276000,0,41.6066976,-86.3554678,235.498,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987376000,0,41.6066976,-86.3554648,235.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987472000,0,41.6066976,-86.3554619,235.639,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987572000,0,41.6066976,-86.3554588,235.714,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987672000,0,41.6066976,-86.3554558,235.786,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987776000,0,41.6066976,-86.3554527,235.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987876000,0,41.6066976,-86.3554497,235.931,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6987976000,0,41.6066976,-86.3554468,235.999,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988076000,0,41.6066976,-86.3554437,236.072,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988176000,0,41.6066976,-86.3554407,236.142,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988276000,0,41.6066976,-86.3554377,236.211,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988376000,0,41.6066976,-86.3554348,236.278,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988472000,0,41.6066976,-86.35543179999999,236.348,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988576000,0,41.6066976,-86.35542889999999,236.418,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988672000,0,41.6066976,-86.355426,236.485,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988776000,0,41.6066976,-86.3554228,236.561,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988876000,0,41.6066977,-86.35541979999999,236.631,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6988972000,0,41.6066977,-86.3554169,236.698,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989076000,0,41.6066977,-86.3554138,236.771,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989176000,0,41.6066977,-86.35541099999999,236.838,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989272000,0,41.6066977,-86.355408,236.907,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989376000,0,41.6066977,-86.3554049,236.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989472000,0,41.6066977,-86.355402,237.046,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989572000,0,41.6066977,-86.35539899999999,237.116,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989676000,0,41.6066978,-86.35539589999999,237.188,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989776000,0,41.6066978,-86.35539299999999,237.255,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989872000,0,41.6066978,-86.35539,237.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6989976000,0,41.6066978,-86.3553869,237.397,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6990076000,0,41.6066978,-86.355384,237.464,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6990176000,0,41.6066978,-86.355381,237.535,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6990276000,0,41.6066978,-86.3553779,237.607,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6990376000,0,41.6066978,-86.3553749,237.677,0.0,0.0,0.0,0.0,0.0,0,0,0,0
6990476000,0,41.6066978,-86.355372,237.745,0.0,0.0,0.0,0.0,0.0,0,0,0,0
